OBJECTID,LENGTH,LINK,Midx,Midy,Cseason,Oseason,Cstartdate,Cenddate,Ostartdate,Oenddate,DFWOpen,BEACHID,BEACHCOMMENT,CLASSIFICATIONDATE,CLASSIFICATION,REASONDESCRIPTION,ORGANIZATION,BIDN,BEACHNAME,WATERBODYNAME,COUNTYNAME,GROWINGAREANAME,ALLSPECIEDESCRIPTIONS,FINALSTATUS,UPDATED,SHAPE_Length
436,1450.945,,-122.44176149,47.45649462,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1181,None,2008/03/11 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,Department of Natural Resources,260650,DNR-85,East Passage,King,East Passage,None,Open,2023/04/12 03:01:35+00,698.957296484074
437,1842.256,,-122.41838293,47.40073907,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1182,None,2014/06/24 08:48:59+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,Department of Natural Resources,260670,DNR-83,East Passage,King,East Passage,None,Open,2023/04/12 03:01:35+00,921.884004132377
438,1700,http://vashonparks.org/dockton-park,-122.45347851,47.37121897,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Closed year-round.",,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,0,252,None,2011/03/11 00:00:00+00,Closed,This beach resides within an area of known contamination.  Commercial harvest is PROHIBITED.  Recreational harvest is CLOSED.  Shellfish are unsafe for human consumption.,None,260700,DOCKTON CP,Quartermaster Harbor,King,Quartermaster Harbor,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,587.437489841937
439,500,http://vashonparks.org/wingehaven,-122.45903957,47.49757482,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1385,None,2009/02/18 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,None,260641,WINGEHAVEN PARK,East Passage,King,East Passage,None,Open,2023/04/12 03:01:35+00,266.335046913192
440,1902.104,,-122.51608992,47.41251545,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,280,None,2014/06/24 08:48:59+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,Department of Natural Resources,260820,DNR-78,Colvos Passage,King,Colvos Passage,None,Open,2023/04/12 03:01:35+00,649.316548408539
441,300,https://vashonparks.org/lisabeula,-122.52208217,47.40573607,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,281,None,2018/08/09 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,None,260821,LISABEULA PARK,Colvos Passage,King,Colvos Passage,None,Open,2023/04/12 03:01:35+00,377.721217275766
442,1000,https://vashonparks.org/spring-beach,-122.52803827,47.34672243,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1396,None,2020/09/02 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,None,260791,SPRING BEACH,Colvos Passage,King,Colvos Passage,None,Open,2023/04/12 03:01:35+00,449.135486256735
443,538.414,,-122.45383255,47.38425893,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1302,None,2016/08/08 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,None,260711,CAMP BURTON,Quartermaster Harbor,King,Quartermaster Harbor,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,344.4835999159
444,400,http://vashonparks.org/burton-acres,-122.44657179,47.38994395,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1301,None,2011/03/14 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,Department of Natural Resources,260710,BURTON ACRES,Quartermaster Harbor,King,Quartermaster Harbor,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,236.36843279451
445,70,,-122.46390168,47.50869475,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,238,Shellfish harvesting is closed until 1/17/23 due to a sewage discharge.,2012/06/28 00:00:00+00,Closed,Other,None,260645,N. END BOAT RAMP,East Passage,King,East Passage,None,Closed,2023/04/12 03:01:35+00,26.9131255114043
446,1091.292,https://www.islandcountywa.gov/PublicWorks/Parks/Pages/cavalero-beach.aspx,-122.47683,48.17428,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,129,None,2022/02/17 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,ISLAND COUNTY HEALTH DEPARTMENT,240650,CAVALERO BEACH,Port Susan,Island,None,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,131.854792396593
447,125,https://www.clallamcountywa.gov/Facilities/Facility/Details/Port-Williams-5,-123.04853906,48.09962198,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1439,None,2016/02/10 00:00:00+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,Clallam County Parks Department,250030,MARLYN NELSON COUNTY PARK,Jamestown,Clallam,Sequim Bay,None,Unclassified,2023/04/12 03:01:35+00,125.703035700065
448,4878.851,http://www.countyrec.com/info/facilities/details.aspx?FacilityID=9925,-122.71118136,48.02135771,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;<b>Open April 1 through May 31, 2023 only:</b>&nbsp;from the jetty boundary with PT Townsend Ship Canal eastward to the beach access stairs on Flagler Rd near milepost 4.",,2023/04/01 00:00:00+00,2023/05/31 00:00:00+00,2023/04/01 00:00:00+00,2023/05/31 00:00:00+00,1,1258,None,1999/02/04 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,JEFFERSON COUNTY PARKS & RECREATION,250410,INDIAN ISLAND CP,Oak Bay,Jefferson,Oak Bay,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,1494.84914546942
449,,http://parks.state.wa.us/964/South-Whidbey-Possession-Point-and-Usele,-122.378,47.906,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1445,None,2016/02/16 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,WASHINGTON STATE DEPT OF PARKS AND RECREATION,260151,POSSESSION POINT SP,Possession Sound,Island,Possession Sound,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,831.931745136792
450,,,-122.49503,47.79671,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Closed year-round.",,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,0,302,None,2014/06/24 00:00:00+00,Closed,This beach lies within a marina closure zone.  It is classified CLOSED for recreational shellfish harvesting.,PORT OF KINGSTON,260166,SALTAIR BEACH,Kingston,Kitsap,Kingston,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,343.032569450968
451,,,-122.54116,47.42047,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,646,None,2019/02/22 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,None,260621,OLALLA,Colvos Passage,Kitsap,Colvos Passage,None,Open,2023/04/12 03:01:35+00,242.221384493432
452,2337.675,,-122.85257064,47.76054333,"<b>Clams & Mussels:</b>&nbsp;&nbsp;Closed year-round.","<b>Oysters:</b>&nbsp;&nbsp;Open January 1 through June 30, 2022 only.",2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2023/01/01 00:00:00+00,2023/06/30 00:00:00+00,1,162,None,2011/03/21 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,DEPARTMENT OF FISH AND WILDLIFE,270170,PT WHITNEY TIDELANDS,Quilcene Bay,Jefferson,Quilcene Bay,None,Open,2023/04/12 03:01:35+00,1056.57193008359
453,,https://www.kitsapgov.com/parks/Pages/OldMillPark.aspx ,-122.68625,47.64991,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Closed year-round.",,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,0,426,None,2016/02/12 00:00:00+00,Closed,This beach resides within an area of known contamination.  Commercial harvest is PROHIBITED.  Recreational harvest is CLOSED.  Shellfish are unsafe for human consumption.,Kitsap County,260535,OLD MILL PARK,Dyes Inlet,Kitsap,Dyes Inlet,None,Closed,2023/04/12 03:01:35+00,1172.97052721077
454,,,-122.88135,48.76467,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,660,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,200150,DNR-367A (EWING IS),Sucia Island,San Juan,None,None,Unclassified,2023/04/12 03:01:35+00,2706.91547334896
455,,,-122.82862,48.61189,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,902,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,None,220665,DNR-276 NORTH,East Sound,San Juan,Buck Bay,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,1012.22664133718
456,,,-122.6328,48.28761,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1435,None,2016/01/29 00:00:00+00,Closed,This beach is within the closure area for a sewage treatment plant outfall and is unsafe for recreational shellfish harvesting.,City of Oak Harbor,240471,OAK HARBOR,Saratoga Passage,Island,Saratoga Passage,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,1596.09844898684
457,,,-122.66984,48.70695,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1146,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,Department of Natural Resources,210070,DNR-223A,Lummi Bay,Whatcom,None,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,417.123173885315
458,,,-122.66739,48.70445,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1147,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,Department of Natural Resources,210080,DNR-223B,Lummi Bay,Whatcom,None,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,466.065170140764
459,20816.355,,-122.61476137,48.65840144,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1153,None,2014/06/24 08:48:59+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,Department of Natural Resources,210120,S DNR-220A,West Lummi Island,Whatcom,None,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,2948.00536427554
460,,http://www.bremertonwa.gov/Facilities/Facility/Details/Evergreen-Rotary-Park-6,-122.62852,47.57346,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Closed year-round.",,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,0,1441,None,2016/02/10 00:00:00+00,Closed,This beach resides within an area of known contamination.  Commercial harvest is PROHIBITED.  Recreational harvest is CLOSED.  Shellfish are unsafe for human consumption.,City of Bremerton,260509,EVERGREEN ROTARY PARK,Dyes Inlet,Kitsap,None,None,Closed,2023/04/12 03:01:35+00,1036.22978264559
461,,http://www.bremertonwa.gov/Facilities/Facility/Details/Lent-Landing-Park-22,-122.63649,47.58194,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Closed year-round.",,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,0,1440,None,2016/02/10 00:00:00+00,Closed,This beach resides within an area of known contamination.  Commercial harvest is PROHIBITED.  Recreational harvest is CLOSED.  Shellfish are unsafe for human consumption.,City of Bremerton,260499,LENT LANDING PARK,Dyes Inlet,Kitsap,None,None,Closed,2023/04/12 03:01:35+00,449.705428445592
462,,https://www.kitsapgov.com/parks/Pages/PointNoPointPark.aspx ,-122.52673,47.91224,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,356,The eastern portion of this beach is classified as Open for recreational shellfish harvest. West of the point is Unclassified due to a lack of data to evaluate the area.,2014/06/24 00:00:00+00,Unclassified,This beach has not been evaluated by the Department of Health for pollution problems.  Contact your local health department for local information about pollution problems in this area.,Department of Natural Resources,260210,POINT NO POINT,Kingston,Kitsap,Kingston,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,447.228093367364
463,,,-122.52679,47.91005,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1442,None,2020/12/28 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,Kitsap County,260211,POINT NO POINT SOUTH,Kingston,Kitsap,Kingston,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,288.237727987637
464,,https://www.kitsapgov.com/parks/Pages/PointNoPointPark.aspx ,-122.52673,47.91224,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1446,"The eastern portion of this beach is classified as Open for recreational shellfish harvest. West of the point is Unclassified due to a lack of data to evaluate the area. Contact the local health department for local information about pollution problems in this area.
",2016/02/17 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,Department of Natural Resources,260210,POINT NO POINT,Kingston,Kitsap,Kingston,"Butter Clams,Varnish Clams",Closed,2023/04/12 03:01:35+00,219.670083277671
465,14152.935,https://www.clallamcountywa.gov/Facilities/Facility/Details/Panorama-Vista-County-Park-3,-122.994972,48.09266608,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Open year-round.",,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,1,1335,The north shore of Travis Spit is classified as Open for recreational shellfish harvesting. East of the spit is Unclassified.,1999/03/17 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,Department of Natural Resources,250040,DNR-411,Jamestown,Clallam,Sequim Bay,None,Open,2023/04/12 03:01:35+00,2249.54355628777
466,,http://parks.state.wa.us/896/Fudge-Point-Planning,-122.85571,47.23255,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Closed year-round.",,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,0,1444,None,2016/02/12 00:00:00+00,Open,Water quality and shoreline conditions meet public health standards for recreational shellfish harvesting.,WASHINGTON STATE DEPT OF PARKS AND RECREATION,280827,FUDGE POINT SP,Case Inlet,Mason,Harstine East,None,Open,2023/04/12 03:01:35+00,1466.87081911561
467,17076.5,,-122.45598499,48.3520038,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Closed year-round.",,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,0,1049,None,2012/06/28 00:00:00+00,Closed,Neither water quality nor shoreline survey information meets Washington State standards for recreational shellfish harvesting.,DEPARTMENT OF FISH AND WILDLIFE,240100,SKAGIT WILDLIFE AREA,Skagit Bay,Skagit,None,None,Closed,2023/04/12 03:01:35+00,10062.1432036465
468,17076.5,,-122.45598499,48.3520038,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Closed year-round.",,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,0,1450,None,2016/04/14 00:00:00+00,Closed,Neither water quality nor shoreline survey information meets Washington State standards for recreational shellfish harvesting.,DEPARTMENT OF FISH AND WILDLIFE,240100,SKAGIT WILDLIFE AREA,Skagit Bay,Island,Skagit Bay South,None,Closed,2023/04/12 03:01:35+00,1445.48432965278
469,17076.5,,-122.45598499,48.3520038,"<b>Clams, Mussels & Oysters:</b>&nbsp;&nbsp;Closed year-round.",,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,2019/01/01 00:00:00+00,0,1045,None,2014/06/24 00:00:00+00,Closed,Neither water quality nor shoreline survey information meets Washington State standards for recreational shellfish harvesting.,DEPARTMENT OF FISH AND WILDLIFE,240100,SKAGIT WILDLIFE AREA,Skagit Bay,Snohomish,None,None,Closed,2023/04/12 03:01:35+00,3594.95476726248
